sWL,sRC,sM,sSS,sTB,sPC,sLPP,sTIME
L,61.31,01.72,07,0.00000072,0.00011471,0.878%,00:11:18
L,44.27,01.51,07,0.00000042,0.00011513,0.878%,00:11:18
L,26.63,01.34,07,0.00000028,0.00011541,0.878%,00:11:17
L,22.21,01.37,04,0.00000021,0.00011562,0.878%,00:11:16
L,16.25,01.21,07,0.00000015,0.00011577,0.878%,00:11:15
L,53.66,01.19,02,0.00000012,0.00011589,0.878%,00:11:14
L,71.07,01.08,07,0.00000011,0.00011599,0.878%,00:11:14
W,07.77,01.11,00,0.00000011,0.00011609,0.878%,00:11:13
L,98.77,01.08,07,0.00000011,0.00011520,0.873%,00:11:12
W,20.78,01.43,00,0.00000060,0.00011530,0.873%,00:11:11
L,46.46,01.51,07,0.00000042,0.00011434,0.873%,00:11:10
L,91.22,01.34,07,0.00000028,0.00011462,0.873%,00:11:09
L,17.64,01.37,04,0.00000021,0.00011483,0.873%,00:11:08
L,34.77,01.21,07,0.00000015,0.00011498,0.873%,00:11:07
L,21.38,01.19,02,0.00000012,0.00011510,0.873%,00:11:06
L,50.39,01.08,07,0.00000011,0.00011520,0.873%,00:11:05
W,01.08,01.21,00,0.00000018,0.00011530,0.873%,00:11:04
L,09.83,01.21,07,0.00000015,0.00011457,0.873%,00:11:04
L,94.85,01.19,02,0.00000012,0.00011469,0.873%,00:11:03
L,32.50,01.08,07,0.00000011,0.00011479,0.873%,00:11:02
W,34.45,01.65,00,0.00000119,0.00011489,0.873%,00:11:01
L,42.70,01.72,07,0.00000072,0.00011379,0.873%,00:11:00
L,65.23,01.51,07,0.00000042,0.00011421,0.873%,00:11:00
L,93.85,01.34,07,0.00000028,0.00011449,0.873%,00:10:59
L,79.15,01.37,04,0.00000021,0.00011470,0.873%,00:10:58
L,37.81,01.21,07,0.00000015,0.00011485,0.873%,00:10:57
L,34.83,01.19,02,0.00000012,0.00011497,0.873%,00:10:56
L,34.57,01.08,07,0.00000011,0.00011507,0.873%,00:10:55
W,30.71,01.65,00,0.00000119,0.00011517,0.873%,00:10:54
L,92.40,01.72,07,0.00000072,0.00011406,0.873%,00:10:53
L,70.99,01.51,07,0.00000042,0.00011448,0.873%,00:10:52
L,45.22,01.34,07,0.00000028,0.00011476,0.873%,00:10:52
L,38.65,01.37,04,0.00000021,0.00011497,0.873%,00:10:51
L,97.53,01.21,07,0.00000015,0.00011512,0.873%,00:10:50
L,47.30,01.19,02,0.00000012,0.00011524,0.873%,00:10:49
L,22.73,01.08,07,0.00000011,0.00011534,0.873%,00:10:48
W,19.84,01.27,00,0.00000036,0.00011544,0.873%,00:10:47
L,85.33,01.34,07,0.00000028,0.00011440,0.870%,00:10:47
L,50.42,01.37,04,0.00000021,0.00011461,0.870%,00:10:46
L,63.29,01.21,07,0.00000015,0.00011476,0.870%,00:10:45
L,27.69,01.19,02,0.00000012,0.00011488,0.870%,00:10:44
L,68.24,01.08,07,0.00000011,0.00011498,0.870%,00:10:43
W,20.68,01.43,00,0.00000060,0.00011508,0.870%,00:10:42
L,65.43,01.51,07,0.00000042,0.00011411,0.870%,00:10:41
L,71.40,01.34,07,0.00000028,0.00011439,0.870%,00:10:40
L,71.54,01.37,04,0.00000021,0.00011460,0.870%,00:10:39
L,73.07,01.21,07,0.00000015,0.00011475,0.870%,00:10:39
L,99.46,01.19,02,0.00000012,0.00011487,0.870%,00:10:37
L,63.56,01.08,07,0.00000011,0.00011497,0.870%,00:10:36
W,14.94,01.27,00,0.00000036,0.00011507,0.870%,00:10:35
L,78.21,01.34,07,0.00000028,0.00011403,0.867%,00:10:34
L,28.47,01.37,04,0.00000021,0.00011424,0.867%,00:10:33
L,72.86,01.21,07,0.00000015,0.00011439,0.867%,00:10:33
L,56.31,01.19,02,0.00000012,0.00011451,0.867%,00:10:32
L,54.34,01.08,07,0.00000011,0.00011461,0.867%,00:10:31
W,01.56,01.21,00,0.00000018,0.00011471,0.867%,00:10:30
L,95.34,01.21,07,0.00000015,0.00011399,0.864%,00:10:29
L,35.91,01.19,02,0.00000012,0.00011411,0.864%,00:10:29
L,77.12,01.08,07,0.00000011,0.00011421,0.864%,00:10:28
W,19.72,01.43,00,0.00000060,0.00011431,0.864%,00:10:27
L,84.83,01.51,07,0.00000042,0.00011334,0.864%,00:10:26
L,69.25,01.34,07,0.00000028,0.00011362,0.864%,00:10:25
L,42.87,01.37,04,0.00000021,0.00011383,0.864%,00:10:24
L,70.85,01.21,07,0.00000015,0.00011398,0.864%,00:10:23
L,98.45,01.19,02,0.00000012,0.00011410,0.864%,00:10:23
L,32.32,01.08,07,0.00000011,0.00011420,0.864%,00:10:22
W,00.88,01.27,00,0.00000036,0.00011430,0.864%,00:10:22
L,52.39,01.34,07,0.00000028,0.00011326,0.864%,00:10:21
L,37.87,01.37,04,0.00000021,0.00011347,0.864%,00:10:20
L,15.46,01.21,07,0.00000015,0.00011362,0.864%,00:10:20
L,67.07,01.19,02,0.00000012,0.00011374,0.864%,00:10:19
L,17.93,01.08,07,0.00000011,0.00011384,0.864%,00:10:18
W,08.99,01.65,00,0.00000119,0.00011394,0.864%,00:10:17
L,74.75,01.72,07,0.00000072,0.00011284,0.864%,00:10:16
L,58.39,01.52,07,0.00000042,0.00011326,0.864%,00:10:15
L,15.57,01.34,07,0.00000028,0.00011354,0.864%,00:10:14
L,68.30,01.37,04,0.00000021,0.00011375,0.864%,00:10:13
L,20.60,01.21,07,0.00000015,0.00011390,0.864%,00:10:13
L,35.69,01.19,02,0.00000012,0.00011402,0.864%,00:10:12
L,94.63,01.08,07,0.00000011,0.00011412,0.864%,00:10:11
W,08.66,01.21,00,0.00000018,0.00011422,0.864%,00:10:10
L,15.13,01.21,07,0.00000015,0.00011349,0.861%,00:10:09
L,35.06,01.19,02,0.00000012,0.00011361,0.861%,00:10:08
L,82.08,01.08,07,0.00000011,0.00011371,0.861%,00:10:07
W,11.58,01.14,00,0.00000024,0.00011381,0.861%,00:10:06
L,28.13,01.37,04,0.00000021,0.00011229,0.856%,00:10:06
L,97.50,01.21,07,0.00000015,0.00011244,0.856%,00:10:05
L,51.50,01.19,02,0.00000012,0.00011256,0.856%,00:10:04
L,96.16,01.08,07,0.00000011,0.00011266,0.856%,00:10:03
W,06.71,01.11,00,0.00000011,0.00011276,0.856%,00:10:01
L,09.96,01.08,07,0.00000011,0.00011187,0.856%,00:10:01
W,10.63,01.21,00,0.00000018,0.00011197,0.856%,00:10:00
L,40.34,01.21,07,0.00000015,0.00011125,0.856%,00:09:59
L,64.66,01.19,02,0.00000012,0.00011137,0.856%,00:09:58
L,21.95,01.08,07,0.00000011,0.00011147,0.856%,00:09:57
W,33.57,01.65,00,0.00000119,0.00011157,0.856%,00:09:56
L,53.10,01.72,07,0.00000072,0.00011046,0.856%,00:09:56
L,40.57,01.51,07,0.00000042,0.00011088,0.856%,00:09:54
L,56.92,01.34,07,0.00000028,0.00011116,0.856%,00:09:53
L,70.65,01.37,04,0.00000021,0.00011137,0.856%,00:09:53
L,65.84,01.21,07,0.00000015,0.00011152,0.856%,00:09:52
L,63.38,01.19,02,0.00000012,0.00011164,0.856%,00:09:51
L,39.25,01.08,07,0.00000011,0.00011174,0.856%,00:09:50
W,10.16,01.14,00,0.00000024,0.00011184,0.856%,00:09:49
L,93.46,01.37,04,0.00000021,0.00011032,0.856%,00:09:49
L,69.36,01.21,07,0.00000015,0.00011047,0.856%,00:09:48
L,10.95,01.19,02,0.00000012,0.00011059,0.856%,00:09:47
L,42.87,01.08,07,0.00000011,0.00011069,0.856%,00:09:46
W,06.57,02.20,00,0.00003909,0.00011079,0.856%,00:09:45
L,50.95,02.32,07,0.00001777,0.00009598,0.856%,00:09:44
L,63.63,01.97,05,0.00000765,0.00010363,0.856%,00:09:43
L,67.95,01.75,07,0.00000388,0.00010751,0.856%,00:09:42
L,79.63,01.56,07,0.00000222,0.00010973,0.856%,00:09:41
L,50.94,01.98,08,0.00000142,0.00011115,0.856%,00:09:41
L,30.10,01.72,07,0.00000072,0.00011187,0.856%,00:09:40
L,95.84,01.52,07,0.00000042,0.00011229,0.856%,00:09:39
L,95.97,01.34,07,0.00000028,0.00011257,0.856%,00:09:39
L,59.45,01.37,04,0.00000021,0.00011278,0.856%,00:09:38
L,43.03,01.21,07,0.00000015,0.00011293,0.856%,00:09:37
L,25.19,01.19,02,0.00000012,0.00011305,0.856%,00:09:36
L,48.95,01.08,07,0.00000011,0.00011315,0.856%,00:09:36
W,07.51,01.27,00,0.00000036,0.00011325,0.856%,00:09:35
L,55.21,01.34,07,0.00000028,0.00011221,0.854%,00:09:34
L,37.26,01.37,04,0.00000021,0.00011242,0.854%,00:09:34
L,91.99,01.21,07,0.00000015,0.00011257,0.854%,00:09:33
L,51.21,01.19,02,0.00000012,0.00011269,0.854%,00:09:33
L,75.22,01.08,07,0.00000011,0.00011279,0.854%,00:09:32
W,05.42,01.52,00,0.00000597,0.00011289,0.854%,00:09:32
L,77.00,01.75,07,0.00000392,0.00010539,0.844%,00:09:31
L,16.07,01.56,07,0.00000224,0.00010763,0.844%,00:09:31
L,45.58,01.98,08,0.00000143,0.00010906,0.844%,00:09:30
L,69.90,01.72,07,0.00000072,0.00010978,0.844%,00:09:30
L,55.75,01.52,07,0.00000042,0.00011020,0.844%,00:09:29
L,97.42,01.35,07,0.00000028,0.00011048,0.844%,00:09:28
L,79.48,01.37,04,0.00000021,0.00011069,0.844%,00:09:28
L,46.11,01.21,07,0.00000015,0.00011084,0.844%,00:09:27
L,46.23,01.20,02,0.00000012,0.00011096,0.844%,00:09:26
L,59.88,01.08,07,0.00000011,0.00011106,0.844%,00:09:26
W,19.26,01.65,00,0.00000122,0.00011116,0.844%,00:09:25
L,70.02,01.72,07,0.00000074,0.00011003,0.844%,00:09:25
L,40.83,01.52,07,0.00000043,0.00011046,0.844%,00:09:24
L,93.19,01.35,07,0.00000028,0.00011074,0.844%,00:09:23
L,22.08,01.37,04,0.00000021,0.00011095,0.844%,00:09:23
L,63.79,01.21,07,0.00000015,0.00011110,0.844%,00:09:22
L,76.78,01.20,02,0.00000012,0.00011122,0.844%,00:09:22
L,62.89,01.08,07,0.00000011,0.00011132,0.844%,00:09:21
W,36.03,01.65,00,0.00000122,0.00011142,0.844%,00:09:20
L,58.31,01.73,07,0.00000074,0.00011028,0.844%,00:09:19
L,97.43,01.52,07,0.00000043,0.00011071,0.844%,00:09:19
L,82.46,01.35,07,0.00000028,0.00011099,0.844%,00:09:18
L,58.99,01.37,04,0.00000021,0.00011120,0.844%,00:09:17
L,33.36,01.21,07,0.00000015,0.00011135,0.844%,00:09:17
L,29.68,01.20,02,0.00000012,0.00011147,0.844%,00:09:16
L,19.27,01.08,07,0.00000011,0.00011157,0.844%,00:09:16
W,28.23,01.43,00,0.00000062,0.00011167,0.844%,00:09:15
L,70.62,01.52,07,0.00000043,0.00011068,0.844%,00:09:14
L,83.52,01.35,07,0.00000028,0.00011096,0.844%,00:09:14
L,82.19,01.37,04,0.00000021,0.00011117,0.844%,00:09:13
L,36.81,01.21,07,0.00000015,0.00011132,0.844%,00:09:12
L,29.02,01.20,02,0.00000012,0.00011144,0.844%,00:09:12
L,35.51,01.08,07,0.00000011,0.00011154,0.844%,00:09:11
W,00.36,01.04,00,0.00000010,0.00011164,0.844%,00:09:11
W,00.94,01.11,00,0.00000011,0.00010926,0.827%,00:09:10
L,34.04,01.08,07,0.00000011,0.00010837,0.827%,00:09:10
W,07.44,01.65,00,0.00000119,0.00010847,0.827%,00:09:09
L,77.49,01.72,07,0.00000072,0.00010737,0.827%,00:09:09
L,62.56,01.52,07,0.00000042,0.00010779,0.827%,00:09:08
L,63.81,01.34,07,0.00000028,0.00010807,0.827%,00:09:07
L,56.36,01.37,04,0.00000021,0.00010828,0.827%,00:09:07
L,54.84,01.21,07,0.00000015,0.00010843,0.827%,00:09:06
L,46.89,01.20,02,0.00000012,0.00010855,0.827%,00:09:06
L,81.48,01.08,07,0.00000011,0.00010865,0.827%,00:09:05
W,16.87,01.83,00,0.00001461,0.00010875,0.827%,00:09:04
L,54.76,01.98,05,0.00000797,0.00009918,0.827%,00:09:04
L,39.36,01.75,07,0.00000403,0.00010321,0.827%,00:09:03
L,25.46,01.57,07,0.00000230,0.00010551,0.827%,00:09:03
L,78.30,01.98,08,0.00000147,0.00010698,0.827%,00:09:02
L,67.24,01.73,07,0.00000074,0.00010772,0.827%,00:09:02
L,66.79,01.52,07,0.00000043,0.00010815,0.827%,00:09:01
L,61.96,01.35,07,0.00000028,0.00010843,0.827%,00:09:00
L,37.96,01.37,04,0.00000021,0.00010864,0.827%,00:09:00
L,82.86,01.21,07,0.00000015,0.00010879,0.827%,00:08:59
L,76.58,01.20,02,0.00000012,0.00010891,0.827%,00:08:59
L,11.55,01.08,07,0.00000011,0.00010901,0.827%,00:08:58
W,04.79,01.65,00,0.00000122,0.00010911,0.827%,00:08:58
L,82.90,01.73,07,0.00000074,0.00010797,0.827%,00:08:57
L,75.29,01.52,07,0.00000043,0.00010840,0.827%,00:08:56
L,50.16,01.35,07,0.00000028,0.00010868,0.827%,00:08:56
L,56.15,01.37,04,0.00000021,0.00010889,0.827%,00:08:55
L,34.86,01.21,07,0.00000015,0.00010904,0.827%,00:08:55
L,55.82,01.20,02,0.00000012,0.00010916,0.827%,00:08:54
L,87.93,01.08,07,0.00000011,0.00010926,0.827%,00:08:53
W,04.79,01.21,00,0.00000018,0.00010936,0.827%,00:08:53
L,37.49,01.21,07,0.00000015,0.00010864,0.824%,00:08:52
L,46.96,01.20,02,0.00000012,0.00010876,0.824%,00:08:52
L,67.82,01.08,07,0.00000011,0.00010886,0.824%,00:08:51
W,01.98,01.11,00,0.00000011,0.00010896,0.824%,00:08:50
L,38.76,01.08,07,0.00000011,0.00010807,0.818%,00:08:49
W,07.23,01.09,00,0.00000013,0.00010817,0.818%,00:08:49
L,87.77,01.20,02,0.00000012,0.00010680,0.809%,00:08:48
L,27.98,01.08,07,0.00000011,0.00010690,0.809%,00:08:47
W,07.80,01.11,00,0.00000011,0.00010700,0.809%,00:08:47
L,37.76,01.08,07,0.00000011,0.00010611,0.803%,00:08:46
W,18.05,01.43,00,0.00000060,0.00010621,0.803%,00:08:45
L,60.10,01.52,07,0.00000042,0.00010525,0.803%,00:08:45
L,46.23,01.34,07,0.00000028,0.00010553,0.803%,00:08:44
L,74.08,01.37,04,0.00000021,0.00010574,0.803%,00:08:44
L,61.63,01.21,07,0.00000015,0.00010589,0.803%,00:08:43
L,43.51,01.20,02,0.00000012,0.00010601,0.803%,00:08:42
L,96.57,01.08,07,0.00000011,0.00010611,0.803%,00:08:42
W,08.46,01.19,00,0.00000171,0.00010621,0.803%,00:08:41
L,41.73,01.98,08,0.00000143,0.00009879,0.763%,00:08:41
L,81.65,01.72,07,0.00000072,0.00009951,0.763%,00:08:40
L,83.76,01.52,07,0.00000042,0.00009993,0.763%,00:08:39
L,85.89,01.35,07,0.00000028,0.00010021,0.763%,00:08:39
L,79.22,01.37,04,0.00000021,0.00010042,0.763%,00:08:38
L,82.24,01.21,07,0.00000015,0.00010057,0.763%,00:08:38
L,22.97,01.20,02,0.00000012,0.00010069,0.763%,00:08:37
L,90.11,01.08,07,0.00000011,0.00010079,0.763%,00:08:36
W,00.27,01.21,00,0.00000018,0.00010089,0.763%,00:08:36
L,86.64,01.21,07,0.00000015,0.00010017,0.760%,00:08:35
L,40.02,01.20,02,0.00000012,0.00010029,0.760%,00:08:35
L,65.79,01.08,07,0.00000011,0.00010039,0.760%,00:08:34
W,01.62,01.04,00,0.00000010,0.00010049,0.760%,00:08:33
W,10.03,01.21,00,0.00000018,0.00009811,0.746%,00:08:33
L,75.08,01.21,07,0.00000015,0.00009739,0.746%,00:08:32
L,76.24,01.19,02,0.00000012,0.00009751,0.746%,00:08:32
L,66.78,01.08,07,0.00000011,0.00009761,0.746%,00:08:31
W,01.29,01.14,00,0.00000024,0.00009771,0.746%,00:08:30
L,49.20,01.37,04,0.00000021,0.00009619,0.746%,00:08:30
L,79.14,01.21,07,0.00000015,0.00009634,0.746%,00:08:29
L,19.43,01.19,02,0.00000012,0.00009646,0.746%,00:08:28
L,99.37,01.08,07,0.00000011,0.00009656,0.746%,00:08:28
W,04.16,01.14,00,0.00000024,0.00009666,0.746%,00:08:27
L,66.14,01.37,04,0.00000021,0.00009513,0.746%,00:08:27
L,50.64,01.21,07,0.00000015,0.00009528,0.746%,00:08:26
L,24.98,01.19,02,0.00000012,0.00009540,0.746%,00:08:26
L,56.35,01.08,07,0.00000011,0.00009550,0.746%,00:08:25
W,41.84,01.83,00,0.00001399,0.00009560,0.746%,00:08:24
L,83.37,01.97,05,0.00000763,0.00008645,0.746%,00:08:24
L,48.76,01.75,07,0.00000387,0.00009032,0.746%,00:08:23
L,71.88,01.56,07,0.00000222,0.00009254,0.746%,00:08:23
L,62.81,01.98,08,0.00000142,0.00009396,0.746%,00:08:22
L,30.06,01.72,07,0.00000072,0.00009468,0.746%,00:08:22
L,87.57,01.52,07,0.00000042,0.00009510,0.746%,00:08:21
L,48.49,01.34,07,0.00000028,0.00009538,0.746%,00:08:21
L,24.97,01.37,04,0.00000021,0.00009559,0.746%,00:08:20
L,40.98,01.21,07,0.00000015,0.00009574,0.746%,00:08:19
L,11.43,01.19,02,0.00000012,0.00009586,0.746%,00:08:19
L,85.41,01.08,07,0.00000011,0.00009596,0.746%,00:08:18
W,30.34,02.20,00,0.00004077,0.00009606,0.746%,00:08:18
L,48.02,02.33,07,0.00001853,0.00008062,0.746%,00:08:17
L,64.39,01.98,05,0.00000796,0.00008858,0.746%,00:08:17
L,50.94,01.75,07,0.00000403,0.00009261,0.746%,00:08:16
L,46.89,01.57,07,0.00000230,0.00009491,0.746%,00:08:16
L,74.77,01.98,08,0.00000147,0.00009638,0.746%,00:08:15
L,69.55,01.72,07,0.00000074,0.00009712,0.746%,00:08:14
L,91.78,01.52,07,0.00000043,0.00009755,0.746%,00:08:14
L,31.85,01.35,07,0.00000028,0.00009783,0.746%,00:08:13
L,56.02,01.37,04,0.00000021,0.00009804,0.746%,00:08:13
L,51.02,01.21,07,0.00000015,0.00009819,0.746%,00:08:12
L,70.15,01.20,02,0.00000012,0.00009831,0.746%,00:08:12
L,20.70,01.08,07,0.00000011,0.00009841,0.746%,00:08:11
W,04.04,01.09,00,0.00000013,0.00009851,0.746%,00:08:11
L,49.90,01.20,02,0.00000012,0.00009714,0.746%,00:08:10
L,55.93,01.08,07,0.00000011,0.00009724,0.746%,00:08:09
W,05.40,01.14,00,0.00000024,0.00009734,0.746%,00:08:09
L,33.78,01.37,04,0.00000021,0.00009582,0.746%,00:08:08
L,33.41,01.21,07,0.00000015,0.00009597,0.746%,00:08:07
L,41.95,01.20,02,0.00000012,0.00009609,0.746%,00:08:06
L,44.47,01.08,07,0.00000011,0.00009619,0.746%,00:08:06
W,09.68,02.20,00,0.00004085,0.00009629,0.746%,00:08:05
L,79.50,02.33,07,0.00001857,0.00008081,0.746%,00:08:05
L,69.56,01.98,05,0.00000797,0.00008878,0.746%,00:08:04
L,85.61,01.75,07,0.00000403,0.00009281,0.746%,00:08:03
L,31.94,01.57,07,0.00000230,0.00009511,0.746%,00:08:03
L,60.12,01.98,08,0.00000147,0.00009658,0.746%,00:08:02
L,97.96,01.73,07,0.00000074,0.00009732,0.746%,00:08:02
L,26.62,01.52,07,0.00000043,0.00009775,0.746%,00:08:01
L,38.39,01.35,07,0.00000028,0.00009803,0.746%,00:08:01
L,20.30,01.37,04,0.00000021,0.00009824,0.746%,00:08:00
L,18.87,01.21,07,0.00000015,0.00009839,0.746%,00:08:00
L,73.64,01.20,02,0.00000012,0.00009851,0.746%,00:07:59
L,66.80,01.08,07,0.00000011,0.00009861,0.746%,00:07:59
W,04.27,01.14,00,0.00000024,0.00009871,0.746%,00:07:58
L,50.14,01.37,04,0.00000021,0.00009719,0.738%,00:07:57
L,70.57,01.21,07,0.00000015,0.00009734,0.738%,00:07:56
L,60.77,01.20,02,0.00000012,0.00009746,0.738%,00:07:56
L,62.55,01.08,07,0.00000011,0.00009756,0.738%,00:07:55
W,07.05,01.09,00,0.00000013,0.00009766,0.738%,00:07:54
L,79.12,01.20,02,0.00000012,0.00009630,0.730%,00:07:53
L,21.89,01.08,07,0.00000011,0.00009640,0.730%,00:07:53
W,00.30,01.04,00,0.00000010,0.00009650,0.730%,00:07:52
W,08.26,01.14,00,0.00000024,0.00009412,0.712%,00:07:51
L,59.67,01.37,04,0.00000021,0.00009260,0.704%,00:07:50
L,79.39,01.21,07,0.00000015,0.00009275,0.704%,00:07:49
L,21.39,01.20,02,0.00000012,0.00009287,0.704%,00:07:49
L,47.53,01.08,07,0.00000011,0.00009297,0.704%,00:07:47
W,10.35,01.14,00,0.00000024,0.00009307,0.704%,00:07:47
L,44.42,01.37,04,0.00000021,0.00009155,0.696%,00:07:46
L,46.61,01.21,07,0.00000015,0.00009170,0.696%,00:07:45
L,41.10,01.19,02,0.00000012,0.00009182,0.696%,00:07:44
L,70.10,01.08,07,0.00000011,0.00009192,0.696%,00:07:44
W,02.43,01.14,00,0.00000024,0.00009202,0.696%,00:07:43
L,75.38,01.37,04,0.00000021,0.00009049,0.688%,00:07:41
L,82.62,01.21,07,0.00000015,0.00009064,0.688%,00:07:40
L,94.11,01.19,02,0.00000012,0.00009076,0.688%,00:07:40
L,06.43,01.08,07,0.00000011,0.00009086,0.688%,00:07:38
W,01.03,01.11,00,0.00000011,0.00009096,0.688%,00:07:38
L,32.99,01.08,07,0.00000011,0.00009007,0.682%,00:07:37
W,02.76,01.04,00,0.00000010,0.00009017,0.682%,00:07:36
W,01.59,01.09,00,0.00000013,0.00008780,0.664%,00:07:36
L,63.36,01.19,02,0.00000012,0.00008643,0.655%,00:07:35
L,68.71,01.08,07,0.00000011,0.00008653,0.655%,00:07:34
W,14.40,01.19,00,0.00000169,0.00008663,0.655%,00:07:34
L,47.68,01.97,08,0.00000142,0.00007927,0.615%,00:07:33
L,90.75,01.72,07,0.00000072,0.00007999,0.615%,00:07:32
L,36.97,01.51,07,0.00000042,0.00008041,0.615%,00:07:31
L,42.00,01.34,07,0.00000028,0.00008069,0.615%,00:07:31
L,62.37,01.37,04,0.00000021,0.00008090,0.615%,00:07:30
L,44.58,01.21,07,0.00000015,0.00008105,0.615%,00:07:29
L,20.41,01.19,02,0.00000012,0.00008117,0.615%,00:07:28
L,51.80,01.08,07,0.00000011,0.00008127,0.615%,00:07:27
W,20.94,01.34,00,0.00000296,0.00008137,0.615%,00:07:27
L,47.69,01.56,07,0.00000221,0.00007483,0.594%,00:07:26
L,70.63,01.97,08,0.00000142,0.00007625,0.594%,00:07:25
L,90.10,01.72,07,0.00000072,0.00007697,0.594%,00:07:24
L,23.90,01.51,07,0.00000042,0.00007739,0.594%,00:07:24
L,48.54,01.34,07,0.00000028,0.00007767,0.594%,00:07:22
L,90.76,01.37,04,0.00000021,0.00007788,0.594%,00:07:21
L,58.52,01.21,07,0.00000015,0.00007803,0.594%,00:07:21
L,63.98,01.19,02,0.00000012,0.00007815,0.594%,00:07:20
L,39.46,01.08,07,0.00000011,0.00007825,0.594%,00:07:19
W,31.81,01.65,00,0.00000119,0.00007835,0.594%,00:07:18
L,83.99,01.72,07,0.00000072,0.00007724,0.594%,00:07:17
L,90.71,01.51,07,0.00000042,0.00007766,0.594%,00:07:16
L,17.77,01.34,07,0.00000028,0.00007794,0.594%,00:07:15
L,17.94,01.37,04,0.00000021,0.00007815,0.594%,00:07:14
L,08.54,01.21,07,0.00000015,0.00007830,0.594%,00:07:13
L,93.92,01.19,02,0.00000012,0.00007842,0.594%,00:07:12
L,40.09,01.08,07,0.00000011,0.00007852,0.594%,00:07:11
W,05.60,01.27,00,0.00000036,0.00007862,0.594%,00:07:10
L,21.90,01.34,07,0.00000028,0.00007758,0.594%,00:07:10
L,49.15,01.37,04,0.00000021,0.00007779,0.594%,00:07:09
L,63.45,01.21,07,0.00000015,0.00007794,0.594%,00:07:08
L,37.53,01.19,02,0.00000012,0.00007806,0.594%,00:07:07
L,87.90,01.08,07,0.00000011,0.00007816,0.594%,00:07:07
W,15.55,01.65,00,0.00000119,0.00007826,0.594%,00:07:05
L,41.16,01.72,07,0.00000072,0.00007715,0.594%,00:07:05
L,91.29,01.52,07,0.00000042,0.00007757,0.594%,00:07:04
L,67.59,01.34,07,0.00000028,0.00007785,0.594%,00:07:03
L,98.80,01.37,04,0.00000021,0.00007806,0.594%,00:07:02
L,47.44,01.21,07,0.00000015,0.00007821,0.594%,00:07:02
L,89.86,01.19,02,0.00000012,0.00007833,0.594%,00:07:01
L,42.70,01.08,07,0.00000011,0.00007843,0.594%,00:07:00
W,04.37,01.09,00,0.00000013,0.00007853,0.594%,00:06:59
L,61.31,01.19,02,0.00000012,0.00007717,0.585%,00:06:58
L,27.72,01.08,07,0.00000011,0.00007727,0.585%,00:06:58
W,05.24,01.27,00,0.00000036,0.00007737,0.585%,00:06:57
L,43.50,01.34,07,0.00000028,0.00007633,0.582%,00:06:56
L,58.41,01.37,04,0.00000021,0.00007654,0.582%,00:06:55
L,89.92,01.21,07,0.00000015,0.00007669,0.582%,00:06:54
L,49.97,01.19,02,0.00000012,0.00007681,0.582%,00:06:54
L,19.40,01.08,07,0.00000011,0.00007691,0.582%,00:06:53
W,11.23,01.14,00,0.00000024,0.00007701,0.582%,00:06:51
L,24.19,01.37,04,0.00000021,0.00007548,0.576%,00:06:51
L,57.86,01.21,07,0.00000015,0.00007563,0.576%,00:06:50
L,38.73,01.19,02,0.00000012,0.00007575,0.576%,00:06:49
L,34.54,01.08,07,0.00000011,0.00007585,0.576%,00:06:48
W,18.07,01.43,00,0.00000060,0.00007595,0.576%,00:06:47
L,96.31,01.51,07,0.00000042,0.00007499,0.576%,00:06:47
L,70.38,01.34,07,0.00000028,0.00007527,0.576%,00:06:46
L,68.52,01.37,04,0.00000021,0.00007548,0.576%,00:06:45
L,53.29,01.21,07,0.00000015,0.00007563,0.576%,00:06:45
L,68.33,01.19,02,0.00000012,0.00007575,0.576%,00:06:44
L,88.11,01.08,07,0.00000011,0.00007585,0.576%,00:06:43
W,24.19,01.65,00,0.00000119,0.00007595,0.576%,00:06:42
L,94.14,01.72,07,0.00000072,0.00007484,0.576%,00:06:41
L,43.53,01.51,07,0.00000042,0.00007526,0.576%,00:06:40
L,55.77,01.34,07,0.00000028,0.00007554,0.576%,00:06:39
L,17.06,01.37,04,0.00000021,0.00007575,0.576%,00:06:38
L,51.29,01.21,07,0.00000015,0.00007590,0.576%,00:06:36
L,71.44,01.19,02,0.00000012,0.00007602,0.576%,00:06:36
L,95.91,01.08,07,0.00000011,0.00007612,0.576%,00:06:35
W,09.46,01.11,00,0.00000011,0.00007622,0.576%,00:06:34
L,12.78,01.08,07,0.00000011,0.00007533,0.573%,00:06:33
W,21.46,01.65,00,0.00000119,0.00007543,0.573%,00:06:33
L,70.39,01.72,07,0.00000072,0.00007432,0.573%,00:06:32
L,30.55,01.51,07,0.00000042,0.00007474,0.573%,00:06:31
L,64.11,01.34,07,0.00000028,0.00007502,0.573%,00:06:31
L,60.83,01.37,04,0.00000021,0.00007523,0.573%,00:06:30
L,19.30,01.21,07,0.00000015,0.00007538,0.573%,00:06:29
L,32.98,01.19,02,0.00000012,0.00007550,0.573%,00:06:29
L,43.93,01.08,07,0.00000011,0.00007560,0.573%,00:06:28
W,02.33,01.27,00,0.00000036,0.00007570,0.573%,00:06:27
L,46.59,01.34,07,0.00000028,0.00007466,0.573%,00:06:26
L,95.75,01.37,04,0.00000021,0.00007487,0.573%,00:06:26
L,41.04,01.21,07,0.00000015,0.00007502,0.573%,00:06:24
L,21.90,01.19,02,0.00000012,0.00007514,0.573%,00:06:24
